126794236516480 -
136679711954688 lock
136679711954640 log_prior
136679711954592 send
136679711961552 recv
126794238328368 log_likelihood
126794255490784 send
126794235084624 process_conf
126794235084384 preprocess_data
126794235138352 log_likelihood2
> 136679711954592 2912060 136686256525440 1780985083.6658895
> 126794236516480 2911992 126800800096384 1780985083.7419314
< 126794236516480 2911992 126800800096384 1780985083.7420533
< 136679711954592 2912060 136686256525440 1780985083.749228
> 136679711961552 2912060 136686256525440 1780985083.7492576
> 126794236516480 2911992 126800800096384 1780985083.8219547
< 126794236516480 2911992 126800800096384 1780985083.8220584
> 126794238328368 2911992 126800800096384 1780985083.8223214
> 126794235084624 2911992 126800800096384 1780985083.8223345
< 126794235084624 2911992 126800800096384 1780985083.825779
> 126794235084384 2911992 126800800096384 1780985083.82581
< 126794235084384 2911992 126800800096384 1780985083.8261807
> 126794235138352 2911992 126800800096384 1780985083.8261995
< 126794235138352 2911992 126800800096384 1780985083.9154332
< 126794238328368 2911992 126800800096384 1780985083.9154894
> 126794255490784 2911992 126800800096384 1780985083.9155142
< 126794255490784 2911992 126800800096384 1780985084.0058913
< 136679711961552 2912060 136686256525440 1780985084.0117948
> 136679711954688 2912060 136686256525440 1780985084.011849
< 136679711954688 2912060 136686256525440 1780985084.011864
> 136679711954640 2912060 136686256525440 1780985084.0119827
< 136679711954640 2912060 136686256525440 1780985084.0142365
> 136679711954592 2912060 136686256525440 1780985084.0173771
> 126794236516480 2911992 126800800096384 1780985084.0941207
< 126794236516480 2911992 126800800096384 1780985084.0943522
< 136679711954592 2912060 136686256525440 1780985084.1048808
> 136679711961552 2912060 136686256525440 1780985084.1049192
> 126794236516480 2911992 126800800096384 1780985084.175031
< 126794236516480 2911992 126800800096384 1780985084.1754117
> 126794238328368 2911992 126800800096384 1780985084.175746
> 126794235084624 2911992 126800800096384 1780985084.1757684
< 126794235084624 2911992 126800800096384 1780985084.1838286
> 126794235084384 2911992 126800800096384 1780985084.183915
< 126794235084384 2911992 126800800096384 1780985084.1846223
> 126794235138352 2911992 126800800096384 1780985084.1846664
< 126794235138352 2911992 126800800096384 1780985084.348292
< 126794238328368 2911992 126800800096384 1780985084.34841
> 126794255490784 2911992 126800800096384 1780985084.3484366
< 126794255490784 2911992 126800800096384 1780985084.427693
< 136679711961552 2912060 136686256525440 1780985084.4410934
> 136679711954688 2912060 136686256525440 1780985084.441258
< 136679711954688 2912060 136686256525440 1780985084.441327
> 136679711954640 2912060 136686256525440 1780985084.4417336
< 136679711954640 2912060 136686256525440 1780985084.4425976
> 136679711954592 2912060 136686256525440 1780985084.442638
> 126794236516480 2911992 126800800096384 1780985084.5134828
< 126794236516480 2911992 126800800096384 1780985084.5136077
< 136679711954592 2912060 136686256525440 1780985084.5409746
> 136679711961552 2912060 136686256525440 1780985084.5410142
> 126794236516480 2911992 126800800096384 1780985084.5949404
< 126794236516480 2911992 126800800096384 1780985084.595071
> 126794238328368 2911992 126800800096384 1780985084.5957117
> 126794235084624 2911992 126800800096384 1780985084.5957475
< 126794235084624 2911992 126800800096384 1780985084.6037147
> 126794235084384 2911992 126800800096384 1780985084.6038
< 126794235084384 2911992 126800800096384 1780985084.6044657
> 126794235138352 2911992 126800800096384 1780985084.6045141
< 126794235138352 2911992 126800800096384 1780985084.752823
< 126794238328368 2911992 126800800096384 1780985084.7529552
> 126794255490784 2911992 126800800096384 1780985084.7529907
< 126794255490784 2911992 126800800096384 1780985084.835967
< 136679711961552 2912060 136686256525440 1780985084.84603
> 136679711954688 2912060 136686256525440 1780985084.8460898
< 136679711954688 2912060 136686256525440 1780985084.8461087
> 136679711954640 2912060 136686256525440 1780985084.8462975
< 136679711954640 2912060 136686256525440 1780985084.8468928
> 136679711954592 2912060 136686256525440 1780985084.8469281
> 126794236516480 2911992 126800800096384 1780985084.925331
< 126794236516480 2911992 126800800096384 1780985084.9254382
< 136679711954592 2912060 136686256525440 1780985084.9307287
> 136679711961552 2912060 136686256525440 1780985084.9307628
